id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,noi_dung_binh_luan_processed,label
15302,2868,Tốt,25/05/2021,9:45,5,308500001,,1
15303,1437,Da dầu rửa xong thấy siêu sạch mà không bị đổ nhiều dầu ấy. T mua mấy lần rùi,9/6/2024,7:29,5,204900004,rửa không_bị đổ,1
15304,299,"Không đạt yêu cầu, nhưng cũng không quá tệ hại.",17/06/2021,20:17,2,422209636,không_quá,0
15305,1809,"Tui xài hết chai này rồi nha =))) nhìn chung thì cũng không có gì quá đặc biệt nếu da bạn ko bị mụn nặng hoặc đang xài treatment rồi bị kích ứng Lúc tui xài thì da tui đang ổn, lâu lâu chỉ có 1 vài nốt mụn thôi nên da được cấp ẩm tốn, tươi và mịn nên cũng khá ít lên mụn. Cái này kiểu xài từ từ, kết hợp với kem dưỡng lành tính thì da sẽ đẹp, còn muốn có kết quả ngay tức thì hong có đâu nha Nhìn chung oke, khá phù hợp để duy trì ẩm trên da",8/9/2022,3:09,5,422202629,xài không_bị xài đối_xử kích_ứng xài ổn tươi mịn xài kết_hợp đẹp hồng trì ẩm,1
15306,2489,rữa sạch k khô k nhờn da.ok,9/11/2023,7:03,5,422206537,sạch,1
15307,1078,"Mình mua chai Ganier dầu vàng tại shop. Da mình hỗn hợp thiên dầu. Dùng rất thích ạ. Sạch mà không bị khô da. Sau khi tẩy trang còn lưu lại một lớp nhẹ nhẹ ẩm mượt, dùng xong vẫn nên rửa lại mặt nha.",8/10/2022,16:03,5,422204904,vàng hỗn_hợp sạch không_bị khô lưu nhẹ nhẹ rửa,1
15308,128,"Chai màu xám này dành cho da nhiều dầu. Tẩy trang sạch, nhưng dùng xong sẽ hơi nhớt nếu tiếp xúc với nước.",22/10/2023,15:21,4,205100146,xám sạch hơi tiếp_xúc,1
15309,1377,"mặt nạ này lạ nhất mình từng dùng, có 2 cái quai để móc lên tai, bên dưới còn có 1 lớp để đắp cằm nữa. Đắp xong da cũng khá mềm mại.",17/10/2024,19:39,5,308500015,lạ móc đắp đắp mềm_mại,1
15310,731,"Mua chai thứ 4 5 gì rồi, đúng kiểu tiền nào của nấy, xài ok hơn nhiều, mà dùng tẩy trang hàng ngày nên hơi hao",4/3/2023,19:08,5,100230064,xài đồng_ý,1
15311,3426,"Tẩy trang tốt, sạch da, dù makeup đậm thì mình tẩy vẫn không có bị khô ráp, ban đầu dùng không quen bị sợ vì bọt quá nhiều nhưng nhờ vậy nên mình có tẩy trang nhiều lần da cũng ko bị tổn thương, nói chung mê lắm ạ",26/11/2020,11:04,5,377400001,sạch đậm tẩy khô ráp_lệnh cấm tắt sợ tẩy không_bị nói_mê,1
15312,2332,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",2/5/2023,19:22,5,308500018,dễ_dàng thoải_mái,1
15313,724,Sản phẩm dùng tốt. Sẽ tiếp tục ủng hộ,12/4/2023,13:38,5,422204795,,1
15314,3347,Trắng sáng và tươi trẻ,5/12/2023,11:46,5,422205151,trắng tươi trẻ,1
15315,694,"Sử dụng dễ dàng, rất thỏa mái, thư giãn tột độ",29/04/2023,12:15,5,308500009,dễ_dàng thỏa,1
15316,2588,"phù hợp với giá tiền 7k, nhưng 7k mua loại ha dùng thích hơn nhiều",21/05/2021,9:12,5,365000014,,1
15317,264,"đóng gói cẩn thận, giao hàng đúng thời gian",12/7/2021,23:16,5,422204259,cẩn_thận,1
15319,485,Thấy mn dùng đều nói okeee tốt,2/2/2023,0:46,5,204900013,okeee,1
15320,2310,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",5/5/2023,10:06,5,308500004,dễ_dàng thoải_mái,1
15321,2379,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",29/04/2023,15:44,5,308500013,dễ_dàng thoải_mái,1
15322,79,"Xài thích lắm nhe, cấp ẩm tốt, có hương liệu nhưng k kích ứng đâu, ngược lại mình thấy fresh lắm",24/07/2021,14:04,5,318900011,xài ngược_lại tươi,1
15323,1157,Sp ok trộm vía đắp lên mặt k kích ứng mặt nạ mềm đắp ôm khít mặt mới test lần đầu chưa biết có tác dụng gì k nma mình da thường thiên dầu ko kích ứng đâu nha,5/8/2024,9:57,5,422217972,đồng_ý đắp mềm_đắp ôm khít test không_nma thiên_dầu không_kích_ứng,1
15324,2752,"Mình da dầu đang treatment nặng đô trước giờ chỉ xài đc mỗi martiderm tháng nào cũng hơn 1 tuýp đang xót tiền quá thì phát hiện ra e này. Xài ok lắm luôn, finish đẹp mịn màng. Mình chúa ghét kcn nâng tông nhưng e này nâng tông cực kì tự nhiên luôn. Giá = 1/2 martiderm nên chắc chắn sẽ mua lại",12/6/2022,10:22,5,248700035,đối_xử nặng_đô xài xót phát_hiện xài đồng_ý hoàn_thành đẹp chúa ghét chống nâng_tông tự_nhiên martiderm,1
15325,2580,chân ái. bông tẩy trang đỉnh của đỉnh. không bị xơ bông gòn dính vào mặt,3/10/2023,5:39,5,207500001,xơ_bông dính,1
15326,1397,"Ok lắm, ko bị lên mụn, cấp ẩm cũng ổn",23/03/2024,14:11,5,422206103,đồng_ý không_bị ổn,1
15327,762,hay,27/01/2022,10:54,4,100230057,khô,1
15328,411,sản phẩm tốt được ưa chuộng,10/4/2023,19:53,5,422208972,,1
15329,697,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ",29/04/2023,10:49,5,308500037,dễ_dàng thoải_mái,1
15330,231,"Giao hàng nhanh, sử dụng ok",16/12/2021,22:06,5,205100136,,1
15331,189,"Sản phẩm dịu nhẹ, giảm nhờn, ok",8/9/2022,17:37,5,422205932,dịu nhẹ,1
15332,2347,"Mùi hương dễ chịu, làm mát nhanh, giá thành ổn",1/5/2023,12:49,5,204100054,ổn,1
15333,2327,"Giá thành rẻ , đắp thư giãn rất ok ạ, công dụng ko ngờ tới luôn ạ",3/5/2023,17:55,5,422202253,rẻ đắp đồng_ý không_ngờ,1
15334,365,Sp tốt làm sạch sâu,26/10/2018,19:59,4,422211446,sạch sâu,1
15335,3192,sp tốt ko gây kích ứng. da mk đã đỡ hơn ít sau 2 tuần sử dụng rồi ạ lần sau mk sẽ mua thêm cả serum của hãng để trải nghiệm sau ạ,2/8/2019,22:09,5,345800001,đỡ trải_nghiệm,1
15336,936,Sản phẩm tốt,11/4/2023,11:27,5,422204795,,1
15337,1355,mình mua chai 30ml xài đc 3-4 lần mà đã mình bị kích ứng . bạn nào đang dùng sirum này mình pass rẻ lại cho ạ . ai cần lh mình 0969738749,27/09/2024,8:05,5,422208328,xài kích_ứng rẻ,1
15338,805,rất hợp đối với da hỗn hợp thiên dầu như mình .lúc trước sài skin aqua nắp vàng bị kích ứng vậy mà từ lúc đổi qua em này là da cải thiện rõ rệt. cần tẩy trang kỹ để không bị mụn ẩn,11/5/2023,11:32,5,422208183,hợp hỗn_hợp thiên_dầu sài nước_biển kích_ứng đổi tẩy kỹ không_bị,1
15339,256,Hình như sản phẩm đã được Cocoon cải thiện so với 2 năm trước. Mùi tinh dầu cũng nhẹ hơn. Đỡ châm chích kích ứng trên da hơn. Nếu da quá nhạy cảm thì vẫn nên thử trước sp lên 1 vùng nhỏ trên da.,11/9/2023,14:12,5,308100018,cải_thiện nhẹ đỡ châm chích nhạy_cảm thử,1
15340,663,tốt 10đ,12/5/2023,18:29,5,100230064,,1
15341,850,kem chống nắng kiềm dầu mà xài lên mặt nhờn ko thấm vào da,18/02/2022,11:12,3,422216990,chống xài không_thấm,0
15342,393,kk,14/11/2021,17:52,5,253900004,,1
15343,770,Sp tốt,12/12/2021,22:19,5,100230057,,1
15344,816,"Đây là loại nước tẩy trang ưng ý nhất của mình, dịu nhẹ, thơm thoang thoảng thanh mát, không kích ứng, không ửng đỏ, tẩy trang khá sạch :))",23/02/2020,13:35,5,422216594,ưng_ý dịu nhẹ mát không_ửng sạch,1
15345,109,"Sản phẩm lỗi liên tục, không thể sử dụng.",13/10/2018,17:51,1,422214147,liên_tục,0
15346,230,ỏmg kiểu tươi mát như tên ẻm luôn á =))) đi lên dịu da như rửa nước thường vậyy,11/1/2022,21:51,5,205100136,tươi_mát ẻm đi dịu rửa vậyy,1
15347,2188,"Xài gần hết chai mới lên đây viết nhận xét. Hồi đầu xài không biết nên không dám dùng dưỡng ẩm trước, sợ nó bí hơi lên mụn, ai dè da khô quá, thoa kcn lên bị bết và mốc mốc. Sau mình thoa 1 lớp dưỡng ẩm rồi dùng kcn thì rất ok, tán đều và mịn, nâng tone nhẹ đều màu cho da bị mụn đỏ, kiềm dầu tốt tầm 5 tiếng, chống nước. Mình bị mụn nên đi tiệc không trang điểm luôn, chỉ thoa lớp kcn này cho đều màu da xíu thôi. Dùng khá tốt",4/10/2023,8:00,5,249500028,xài viết xài ẩm sợ bí_hơi khô chống bết ẩm chống tán nâng nhẹ mụn đỏ chống mụn đi không_điểm chống màu_xíu,1
15348,390,da mk thuộc da dầu mụn nhạy cảm dùng srm nào cũng bị khô da dùng chắc cỡ 10 dòng srm ry nhưng giờ mới tìm dc chân ái e này dùng thích lm mịn giữ độ ấm cực tốt đỉnh lm luôn mn nên dùng thử nhá,3/8/2023,22:44,5,422208977,mụn rửa khô rửa ry thử,1
15349,4060,Hãng này tuy k quãng cáo rầm rộ nhưng 1 khi đã sd thì chỉ có ghiền thôi mấy chị ơi da em xài tinh chất dưỡng nám này tầm 1-2 tuần da cãi thiện thấy rõ luôn nám mờ da đều màu sáng hẳn da em trc bị nhiễm cọt nhưng sd thằng này 1 thg da phục hồi đi soi da bs khen quá trời hihi mà giá hơi chát mà xứng đáng các chị ơi tin em đi,13/03/2024,2:33,5,248700075,không_quãng_cáo ghiền xài cãi_thiện nám_mờ nhiễm cọt đi_ngợi hơi_chát xứng_đáng đi,1
15350,3009,"rất mát, rất đã",11/4/2023,13:54,5,100150065,mát,1
15351,2512,5 Sao đó shop ơi,27/04/2023,16:11,5,204100054,,1
15352,1306,Này sài thích cực tẩy tbc xong da mịn hẳn,2/4/2022,19:24,5,100220009,cực_tẩy mịn,1
15353,1483,sữa rửa mặt 400ml mình dùng được hơn 4 tháng . Giờ mùa lần 2 . Bị ghiền bọt mịn .,16/05/2021,23:34,4,204900159,rửa ghiền,1
15354,1156,"sản phẩm khá tốt, nhẹ, phù hợp nhiều loại da, mình sẽ tiếp tục mua.",14/03/2022,9:45,5,422218629,tốt_nhẹ,1
15355,700,"Sử dụng dễ dàng, thoải mái, thư giãn tột độ",27/04/2023,16:08,5,422202253,dễ_dàng,1
15356,179,shipper nói chuyện rất dễ thương và lịch sự . mọi thứ đều ok . nhưng size L to quá với mặt mình . khuyên mn mua nên chọn size nhỏ hơn,20/09/2022,12:20,4,205100136,nói_chuyện dễ_thương đồng_ý khuyên,1
15357,1910,"serum b5 đỉnh của đỉnh nha , mình sử dụng đc 3 ngày , da HHTD sử dụng serum này ngon , ko bị nỗi mụn luôn , thấm nhanh , lúc trước xài sản phẩm serum đều bị kích ứng , thấy rewei serum b5 mua về dùng quá tuyệt vời , da dầu mụn đều dùng đc nhé mn",30/05/2022,22:53,5,100210023,không_bị mụn thấm_chóng xài kích_ứng serum,1
15358,2371,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ",29/04/2023,19:51,5,308500013,dễ_dàng thoải_mái,1
15359,126,"Sạch, dịu nhẹ, da ẩm mượt.",6/11/2023,19:52,5,422211447,sạch dịu nhẹ,1
15360,2118,Xài ban ngày trước khi dùng KCN rất tốt. kem thấm nhanh. không nhờn rít. Mờ nám thì không thấy.,18/03/2024,14:34,4,422206645,xài cấm ngày_trước chống thấm rít mờ,1
15361,1969,"Xài rất thích, da mịn màng mà đỡ mụn nữa, rất ưng ý nên mua nha. không nghĩ trong tầm giá này lại hiệu quả như vậy",6/6/2022,16:27,5,422214147,xài mịn_màng đỡ mụn ưng_ý hiệu_quả,1
15362,3548,"chai to dùng lâu,mùi dễ chịu,nhưng thoa nhiều tạo bọt trắng",13/12/2021,22:11,4,377400002,dễ_chịu trắng,1
15363,1457,"mình xài khá hợp với em này, mình xài sắp hết 1 chai nên lên đây đánh giá cho khách quan, em này không có mùi thơm, lên mặt khá nhiều bọt, rửa sạch nhưng không bị khô căng, rất rất ok nha, mình xài từ hồi còn mụn ẩn đầy trên trán và má, đến bây giờ mình xài hết chai mụn cũng giảm dần luôn",5/7/2022,0:05,5,204100019,xài hợp xài thơm rửa sạch khô căng đồng_ý xài mụn_ẩn xài,1
15364,2320,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",4/5/2023,16:51,5,422205163,dễ_dàng thoải_mái,1
15366,295,"tốt, nhưng vừa mua 134 hôm hôm sau giảm 124 :(((",19/03/2021,10:49,4,205100137,,1
15367,4291,"Sữa rửa mặt dành cho da mụn. Làm sạch tốt mà ko bị khô da, ngăn ngừa mụn hiệu quả. Em srm này vừa rẻ lại tốt nữa. Nhưng mà so vs Acne grand thì sẽ ko bằng. Nhưng với giá tiền này thì em srm này cũng gọi là khá ok trong tầm giá rồi. Rất thích hợp cho hssv",13/05/2022,0:24,5,248700001,rửa sạch không_bị khô ngăn_ngừa rửa rẻ không_bằng rửa gọi_là đồng_ý thích_hợp,1
15368,1105,"Mua nhiều nước tẩy trang của cocoon lắm rồi. Dùng ok, hợp với da mình (da dầu mụn). Chai to, giá vừa phải. Được tặng son dưỡng, mình dùng cũng thích vì giữ ẩm được lâu",16/01/2023,9:19,5,422204657,kén tặng,1
15369,1949,Ưu điểm là cấp ẩm vừa phải đắp xong mát da và sáng da hẳn nhược điểm là vừa đắp tầm 1p cảm giác hơi châm.chít và ngứa da,4/8/2024,13:00,5,422207795,đắp mát nhược_điểm đắp cảm_giác châm_chít,1
15370,3965,sao e sài bị lên mụn vậy ạ ? tuy không nhìu nhưng lâu lâu lại có 1 cục nổi lên .Hồi trc em sài simple chỉ mới đổi qua sp này tầm 2 tuần thôi ạ,24/12/2022,23:21,5,422201119,mụn nổi đổi,1
15371,94,"Sản phẩm hỏng ngay khi nhận, không đáng mua.",4/4/2020,23:20,1,205100146,hỏng,0
15372,75,mình dùng serum này và kem cùng dòng đc khoảng 3-4 tháng rồi mới đánh giá cho mng mình thấy em này phục hồi da và làm dịu da rất rất tốt ấy và dưỡng ẩm tốt nữa có điều trị sẹo rỗ như hãng nói thì không thấy nhưng trị sẹo rỗ bằng mỹ phẩm thông thường thì sp tiền triệu cũng không làm đc nói chi một sp drugstore như em này nên với tầm giá này thì quá quá tốt rồi có điều tác dụng hơi chậm nên mng kiên trì nhé,13/09/2021,8:22,5,345800015,dịu ẩm không_thấy trị sẹo_rỗ sản_phẩm không_làm drugstore chậm kiên_trì,1
15373,267,"Đã nhận được hàng, giao hàng nhanh, tuy nhiên em không được tặng kèm chai nhỏ ạ :((",6/7/2021,11:47,5,205100137,hàng_nhiên tặng kèm,1
15374,2034,"tui da khô dùng kcn dạng sữa thì khô da quá nên chuyển sang dòng tinh chất này,thấy êm hơn hẳn. Ưng cái lớp finish của kcn này nha,nó làm da trông sáng mịn với hơi lấp lánh nhìn thích lắm.",25/10/2022,18:04,5,249500027,khô chống khô êm ưng chống trông mịn lấp_lánh,1
15375,1026,hàng tốt dễ xử dụng .giá thành tót,30/04/2023,20:40,5,422202253,xử_dụng,1
15376,319,Mua đc với giá sale+ free ship rất chi là oke bông tẩy trang ở đây rẻ hơn chỗ khác xài rất êm,9/10/2020,5:26,5,422203809,miễn_phí rẻ xài êm,1
15377,1376,"sp tốt, dùng không bị bết, thấm nhanh",30/12/2022,11:20,5,422220469,bết,1
15378,1226,xuất sắc. rẻ mà sài sướng lắm,1/10/2019,13:59,5,249500013,rẻ sài_sướng,1
15379,682,MÌNH RẤT THÍCH HASAKI VÀ SP TẨY TRANG NÀY,30/04/2023,19:05,5,100230059,hasaki,1
15380,3607,"mùi thơm, giống mùi kẹo, dùng xong môi căng hơn",19/06/2021,15:42,5,422218746,thơm căng,1
15381,3272,"chai bự, mở nắp ra mùi cồn sộc lên mũi, đổ vào tay nghe mùi cồn lắm luôn giống như nước khử khuẩn trong siêu thị v nhưng mà mùi cồn cũng nhanh bay đi thôi. lúc đầu đọc trong phần hỏi đáp Hasaki bảo k cồn v mà hàng về thấy cồn đứng ở số 3 trong bảng thành phần. Mình mới dùng có 1 2 lần thấy thấm nhanh, chưa thể review thêm.",13/08/2021,21:20,3,422204775,sộc đổ cồn khuẩn_trọng chóng đi đọc bảo_không_cồn đứng thấm,0
15382,2762,"Được 1 anh ở chi nhánh hoàng hoa thám tư vấn. Da nhạy cảm + mụn nhưng dùng vẫn rất ok nha :3 nâng tông, nhanh thấm . Đã dùng cả tuần và da ko bị gì cả!",10/4/2021,14:29,5,248700035,mụn đồng_ý nâng thấm không_bị,1
15383,156,Anh mình da dầu xài nắp màu xanh nhạt rất ok không bị kích ứng đâu nha màu nay thì không mùi khi xài rất dễ chịu còn mình hay make up nên xài bản màu xanh đậm khi xài phải lắc nó lên sau khi tẩy xong thì còn lại một ít dầu trên mặt mình nhưng rửa xơ lại là ok hai bản này sài xong da sạch không đâu rát không khích ứng không mùi nói chung là rất ok nha,31/01/2023,23:39,5,422211446,xài nhạt đồng_ý không_bị_kích_ứng không_mùi_xài dễ_chịu khô xài lắc rửa xơ sạch rát không_khích đồng_ý,1
15384,1158,"Dùng sp này bị ghiền luôn, hạt siêu mịn, mùi thơm dễ chịu, da sạch hơn sau khi dùng.",6/8/2024,7:39,5,207300009,ghiền mịn thơm dễ_chịu sạch,1
15385,4232,"Dưỡng ẩm cực tốt, mùi dễ chịu, thẩm thấu nhanh vào da, giúp da mịn màng và căng bóng hơn, giảm tình trạng đỏ da ngay lần dùng đầu tiên, bôi vào mát và không bị châm chích",14/05/2024,19:39,5,422219399,ẩm_cực thẩm_thấu chóng giúp căng đỏ bôi mát không_bị châm chích,1
